text,place,uri,collector,area,lat,lon
Μέτρα τ' τον τορό μ' ένα τσακνάκι,Ήπειρος,http://hdl.handle.net/20.500.11853/281755,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Την έδεσε τη γάτα του,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/178319,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Η γλώσσα τ' αηδονολαλεί ωσού να βγή η ψυχή του,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168523,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Του παιδιού η κοιλιά κοφίνι και τρελλός όποιος του δίνει,Ήπειρος,http://hdl.handle.net/20.500.11853/256905,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Το πείσμα κάνει πρήσμα,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/256647,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Κρούει και διαβαίνει,Ήπειρος,http://hdl.handle.net/20.500.11853/167111,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
"Όπ' είχε γνώσι κούρευε, δεν κάθονταν να κωλοκουρίζη",Ήπειρος,http://hdl.handle.net/20.500.11853/271829,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Σάμιος ανήρ ουκ αγαθός,Ήπειρος,http://hdl.handle.net/20.500.11853/256895,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Θεός σχωρέσ' την κάππα του,Ήπειρος,http://hdl.handle.net/20.500.11853/269884,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
Αριά και που,Ήπειρος,http://hdl.handle.net/20.500.11853/143043,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
Τι κάνεις τον ακάτεχο,Ήπειρος,http://hdl.handle.net/20.500.11853/153011,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Να σε φλάι ου Θιός απού παλιόν διακονιάρ' κι κινούργιουν νικουκύρ',Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186403,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Έπια το ποτήρι,Ήπειρος,http://hdl.handle.net/20.500.11853/206363,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Τι βοϊδουφκειασμένους (ή τι βουιδόκφειασμα) που νι,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186343,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Τι γυρέβ' η αλπού στου παζάρ';,Ήπειρος,http://hdl.handle.net/20.500.11853/186257,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
"Δώσε, λάβετε",Ήπειρος,http://hdl.handle.net/20.500.11853/273850,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Όσο πίν' η νύφ' τόσο γλυκοχαιρετάει,Ήπειρος,http://hdl.handle.net/20.500.11853/204837,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
"Όποιος θέλ' τα πολλά, χάνει κι τα λίγα",Ήπειρος>Ζαγόρι>Γρεβενίτι,http://hdl.handle.net/20.500.11853/256667,"Παπάς, Δ. Α.",Ήπειρος,37.9982534,23.7378671
Πρώτα θα ιδούμε το γείτονα κ' ύστερα τον ήλιο,Ήπειρος,http://hdl.handle.net/20.500.11853/167124,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Τα 'πιακαν τα προυζύμια,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/256474,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Τον έχ' καβάλλα,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/198322,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Θα μ' κόψ' το νερό από τα πράσα,Ήπειρος,http://hdl.handle.net/20.500.11853/203454,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Του 'ψαλε τα εξ αμάξης,Ήπειρος,http://hdl.handle.net/20.500.11853/152991,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Δυό καρπούζια απού μια μασκάλ' δεγν κρέμουντι,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186420,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Δωσ' τ' πέντε καλάθια μούντζες,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168401,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Εννιά 'χει ο μήνας,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239484,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τον άρρωστο δεν τον χωρεί η ρούγα και τον γερό το στρώμα,Ήπειρος,http://hdl.handle.net/20.500.11853/168884,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
Δεν ακούει ου Θιός τσκρούνες,Ήπειρος,http://hdl.handle.net/20.500.11853/169005,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Φόρεσ' ο άβρακος βρακί κάθε ώρα και το λεί,Ήπειρος,http://hdl.handle.net/20.500.11853/154477,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671
Καρδιά καμμένη μια κουλούρα σταχτομένη,Ήπειρος,http://hdl.handle.net/20.500.11853/270590,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Έπεσε τ' βούθ',Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/256574,"Μαστορίδης, Χαρίλαος",Ήπειρος,37.9982534,23.7378671
"Γίδα ψουριάρα, νουρά κουρδουμέν'",Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170319,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Δεν του κόβει το μυαλό,Ήπειρος,http://hdl.handle.net/20.500.11853/285266,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Απο φασούλι το φασούλι γιομίζει το σακκούλι,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/168322,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Εις τας εννιά ήκουσε ο κωφός κ' εις τας δέκα αντιλογήθηκε,Ήπειρος,http://hdl.handle.net/20.500.11853/273626,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
Όποιος ανακαταύετ' με τα πίτουρα τον τρών οι κόττες,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/198196,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Αυτός πόχει την προίκα αφάγωτη,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/256643,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Γίγκε ντάμα,Ήπειρος>Παιδιαί Σχωρετσιάνων,http://hdl.handle.net/20.500.11853/175377,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Ο κάλπικος παράς δεν χάνεται,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/211509,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τί τού λείπει κασιδιάρ' σκούφια μέ μαργαριτάρ',Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/276995,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671
Μαζώθ'καν τα κοράκια κι έβαλαν το μπουφο πρώτο,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256719,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Δε σ' λέει “Στέκα παρέκ'!”,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/228092,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
"Όποιος ρωτά, μαθαίνει",Ήπειρος,http://hdl.handle.net/20.500.11853/256874,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ώρ΄μα άγ΄ρα,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148520,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Καλαμπαλίκι στο χάνι...νερό μεσ' τα φασούλια,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239511,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Αντάμα κουβεντιάζομε κι αχωργι' ακούμε,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/272541,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Για μαύρα μάτια,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/279915,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Αντάμα μι τα στιγνά καίουντι κι τα χλουρά,Ήπειρος,http://hdl.handle.net/20.500.11853/267242,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Βλαστήμ'σα του γάλα τ΄ς μάννας μ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/205438,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Πήγαινε να ξυής κοιλιά και να τρως μαχραμάδες,Ήπειρος,http://hdl.handle.net/20.500.11853/289972,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671
Επήρε ή έγειρε Για τά πλάγια,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/247819,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Πάει στο γάμο με μια ζολότα,Ήπειρος,http://hdl.handle.net/20.500.11853/157375,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
"Ό,τ' ακούς στη γειτονειά σ' καρτέρει το και στη γωνιά σ'",Ήπειρος,http://hdl.handle.net/20.500.11853/169125,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Μ' το βγαλε ανάλιμα,Ήπειρος,http://hdl.handle.net/20.500.11853/156512,"Παπαγεωργίου, Σωτηρ. Π.",Ήπειρος,37.9982534,23.7378671
Εδέθη ο γάϊδαρος κ' ελύθη κ' εδέθη όπου του μοιάζει,Ήπειρος,http://hdl.handle.net/20.500.11853/181768,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
"Να πίστευε ο μάστορης το μάτι του, δεν βάσταγε τα ράμμα",Ήπειρος,http://hdl.handle.net/20.500.11853/280761,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Πέρυσι εκάη κ' εφέτο μύρ'σε,Ήπειρος,http://hdl.handle.net/20.500.11853/255967,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Μιανού καίονταν τα γένεια κι' άλλος του 'λεγε. Στάσου ν'ανάψω το τσιγάρο μ',Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/267196,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Δεγ κ'τσαίν του γουμάρ' απού του φτι,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/271940,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Ο λάκκος καθημέρα κούτσουρα δεν κατηβάζει,Ήπειρος,http://hdl.handle.net/20.500.11853/167048,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Σαν οι γάτες το Φλεβάρη,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168496,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Ξυέται κει π΄ δεν τον τρώει,Ήπειρος,http://hdl.handle.net/20.500.11853/289245,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Ακούει ένα και κρίνει δυό,Ήπειρος,http://hdl.handle.net/20.500.11853/273347,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
Τόχ' ν τ' ένα τ' ς,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/198324,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τ'ν έχουν ψηλή κανακαριά,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/215053,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Πάει για μαμή κ' ήρτι για βαφτίσια,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204319,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Ο Θεός φέγγει για όλους τους ανθρώπους,Ήπειρος,http://hdl.handle.net/20.500.11853/168792,"Βενέτος, Νικόλαος Σ.",Ήπειρος,37.9982534,23.7378671
Τραυλίζει η γλώσσα του από την εντροπή,Ήπειρος,http://hdl.handle.net/20.500.11853/181639,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Έπια το ποτήρι αυτό,Ήπειρος,http://hdl.handle.net/20.500.11853/206775,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Έκαψι 'γ κάππα για τσομ ψύλλου,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/267356,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Ήτον ο ουρανός κανδύλι,Ήπειρος,http://hdl.handle.net/20.500.11853/212939,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
"Κάλλια το κακό στο μάλι μου, παρά στο κεφάλι μου",Ήπειρος,http://hdl.handle.net/20.500.11853/200031,"Χρηστοβασίλης, Χρ.",Ήπειρος,37.9982534,23.7378671
Παπά παιδί διαόλ' αγγόνι,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256724,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Κ' η βροντισμένη σιτάρι,Ήπειρος,http://hdl.handle.net/20.500.11853/141914,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Είς τα καλά καθούμενα,Ήπειρος,http://hdl.handle.net/20.500.11853/267933,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Όπ' να μι ιδής χιρέτα μι,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148704,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Εγάνωσε το μυαλό μου,Ήπειρος,http://hdl.handle.net/20.500.11853/285268,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Μα τουν άγιου,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/286254,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Έκαμε η κόττα κώλο κ' έχεσς τον κόσμο όλο,Ήπειρος,http://hdl.handle.net/20.500.11853/270596,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Οξ' από το σπίτι μου κι ας είν' και τ' αδερφού μου,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168478,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Στη μικρή βατιά κοιμάται λαγός,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/237971,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
"Εις ένα χωριό κάνουν γάμο κ' εις τ' άλλο πανηγύρι, που να πηγαίνω;",Ήπειρος,http://hdl.handle.net/20.500.11853/204544,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
Πάρε άνθρωπο από σώϊκαι σκύλο από κοπάδι,Ήπειρος,http://hdl.handle.net/20.500.11853/152976,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Σκυλί από μαντρί και φοράδ' από λακνιά,Ήπειρος,http://hdl.handle.net/20.500.11853/256383,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671
Πίσω την έχει την ουρά το δροσερό τ' απίδι,Ήπειρος,http://hdl.handle.net/20.500.11853/212971,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Είπαν τ' ζουρλού να χέσ' κ' έκατσι κι ξικουλώθκι,Ήπειρος,http://hdl.handle.net/20.500.11853/275392,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Άλογο σιδερικό ήγουν δυνατό και ποδοφτερουγάτο,Ήπειρος,http://hdl.handle.net/20.500.11853/152958,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Θα πάη γόνα!,Ήπειρος,http://hdl.handle.net/20.500.11853/181558,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τ' Αβραάμ τ' καλά,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148501,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Ένα κερί τάξε τ' αγιού και του διαβόλου δύο,Ήπειρος,http://hdl.handle.net/20.500.11853/181508,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Άλλοι τρων τ' αυγά με το πιπέρι κι' άλλοι κρατούν τ' αρχίδια με το χέρι,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/154105,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Γύφτικο σπίτι καίεται και βιο λογαριάζετε,Ήπειρος,http://hdl.handle.net/20.500.11853/166981,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Δεν τουν σιγουρέβ',Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/244740,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
"Μαύρη μοίρα πούχεις, άντρα μ' όλ' πνήκαν (πνιγήκαν) κι συ γύρσις",Ήπειρος,http://hdl.handle.net/20.500.11853/141758,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Ανθρώπων παρακάλεση όμοια με την αγκαρία,Ήπειρος,http://hdl.handle.net/20.500.11853/256922,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
"Τσιννιά ήκσε ου κφος, τσδέκα αντιλουγήθκι",Ήπειρος,http://hdl.handle.net/20.500.11853/273633,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Κάμε το με το κολάϊ,Ήπειρος,http://hdl.handle.net/20.500.11853/212944,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Κάλλια λόγια στο χωράφι πέρι μάγγανα στ' αλώνι,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/211515,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Σύρτι μι κι ας κλαίου κι αν κλαίου τι σας κάνου!,Ήπειρος,http://hdl.handle.net/20.500.11853/204658,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Τί σού λείπει κασσιδιάρη; Σκούφια απού μαργαριτάρι,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/276794,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Κόττα πίτα το Γεννάρη κόκοττο τον Αλωνάρη,Ήπειρος,http://hdl.handle.net/20.500.11853/271615,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
"Κόψι ξύλου φκειάσι Γεώργου κι απού κουτσουπιά Θανάσ' κι αν ρουτάς κι για του Γιάν' ό,τι ξύλου νάνι κάν'",Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170312,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Είναι γερός ο μύλος του,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/283931,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Πουλυτιχνίτ'ς κι ρημουσπίτ'ς,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/256456,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Βήκε η αλ'πού στο παζάρι,Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/151601,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
"Μικρό δόλωμα, πιάνει μεγάλο ψάρι",Ήπειρος,http://hdl.handle.net/20.500.11853/282919,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τουν απιρνάει απού τ' βιλουνιού ν΄ τρύπα,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186338,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Του γουργό κι χάριν έχει,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170339,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Απ' τον Πρόκο προκοπή κι από το Ρίζο ρίζα,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256752,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Να κοστίση ο τζίντζιρας αηδόνι,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/271742,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Στην καλή τη μηλιά ρίχν'ν το λιθάρ',Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/215042,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
"Δε σι ρουτουν που ξιουρίζισι, σ' λέν μήτ'ς υ 'ας σ'",Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/256481,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Εις την αναβροχιά καλό και το χαλάζι,Ήπειρος,http://hdl.handle.net/20.500.11853/212916,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Επήρε τα πρόνταλα,Ήπειρος,http://hdl.handle.net/20.500.11853/256356,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Τ' ανταμικό ς' το έρημο ένα είναι,Ήπειρος,http://hdl.handle.net/20.500.11853/156504,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
"Όποιος πάρει χίλια πέρπυρα και καλόυδια γυναίκα, τα χίλια πάν ΄ς τον άνεμο κι η κακουδιά απομένει",Ήπειρος,http://hdl.handle.net/20.500.11853/181579,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Μι πάν',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/205410,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Ηύρα πεθερά κλανιάρα κι' έμαθα κι' εγώ και κλάνω,Ήπειρος,http://hdl.handle.net/20.500.11853/256135,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Αυτός ο άνθρωπος τις έχει με το σακκί,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/247832,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Χτύπα το σίδερο όσ' είναι ζεστό,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256749,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Το κουιμ' όσου να πης κρουμμύδ',Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/228155,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Μάτια που δεν βλέπονται γλήγορα ξεχνιούνται,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/280566,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671
Από το βακούφι περώντας τίναξε τα τσαρούχια,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/154109,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Τον έχ' κατσούλα,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/178624,"Παπάς, Δ. Α.",Ήπειρος,37.9982534,23.7378671
"Δεν είνι μακρυά του σκουτάδ', κλείσ' τα μάτια σ' κι του γλέπ' ς",Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148705,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Μαθ'μένα είνι τα βουνα απου χιόνια,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/256411,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
