text,place,uri,collector,area,lat,lon
Όλ' ανακατώνουνται στ' κασσιδιάρ' του κιφάλ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/270744,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Εσέ τα λέγω πεθερά για να τ' ακούση η νύφη,Ήπειρος,http://hdl.handle.net/20.500.11853/275370,"Βενέτος, Νικόλαος Σ.",Ήπειρος,37.9982534,23.7378671
Ούτ' είχ' ου παπάς γ' ρούν ούτι ν' απουχτήσ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170341,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Στου διάουλου κ' ένα κιρί,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170399,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Το 'βαλα τη φλόγα,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/157461,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Δώδεκα σπίτια δεκατρείς γερόντοι,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/168336,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Είναι νερό για λειτουγιά,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239485,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Είναι βουβοπόταμο,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/157868,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
"Άσπρισε το μάτι μου, όσο να σ' ιδώ",Ήπειρος,http://hdl.handle.net/20.500.11853/153088,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Των παθών του τον τάραχον,Ήπειρος,http://hdl.handle.net/20.500.11853/291018,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Όρκος της αλπού,Ήπειρος,http://hdl.handle.net/20.500.11853/204746,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Το κακό με το κακό βγαίνει,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/268531,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Σάν να του πνΐκαν τά καράβια,Ήπειρος,http://hdl.handle.net/20.500.11853/256181,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Ρουτώντας πας στημ Πόλ',Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/244705,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Άλλ' σκάφ'ν κι κλαδεύ'ν κι άλλ' πίν'ν κι μιθούν,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148583,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Δουλεύει με το μοίρ' μοίρ',Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/178247,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Αϊλιά οπού δεν φτάνει να ξυστή με το χέρι του,Ήπειρος,http://hdl.handle.net/20.500.11853/289259,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Άρατα πύλατα επί μεγάλου θυμού,Ήπειρος,http://hdl.handle.net/20.500.11853/159411,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
"Κάλλια λόγια στο χωράφι, παρά μάγγανα στ' αλώνι",Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/215058,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τούχα τα ξηρά μου,Ήπειρος,http://hdl.handle.net/20.500.11853/289544,"Πολίτης, Νικ.",Ήπειρος,37.9982534,23.7378671
Έννοια σ΄ κι μη σι μέλι΄ ξέρ΄ ου Γούσιας του τι θέλι΄,Ήπειρος,http://hdl.handle.net/20.500.11853/289228,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Εφτάγνωμος,Ήπειρος,http://hdl.handle.net/20.500.11853/166966,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Μήνα θα μ΄βρυλώση τα γίδια ς' τα γόνατα,Ήπειρος,http://hdl.handle.net/20.500.11853/141904,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Κάλλια μάστουρα παρά γιατρόν,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186428,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Η νύφ' είνι πιπόν',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/287840,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Τουν γιλάει ου καθρέφτς,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/228057,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
"Αλλού με τρίβεις 'γούμενε, κι' αλλού έχω τον πόνο",Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/157434,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τό χ' στου γόνα,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170336,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Όπ τουν ρήξ' η μοίρα τ,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/228115,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
"Αντί να βάλη κέρατα, έκοψε και τ' αυτιά",Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/204214,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Άρραις μάραις κουκουνάραις,Ήπειρος,http://hdl.handle.net/20.500.11853/153069,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ηύρ' η καρφίτσα ρόζου,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148731,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Ο γαμπρός και το πεπόνι πολύν κόσμον αλαθώνει,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168409,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Ο έρωτας με τον ίσκιο του χάρου ανταμώνεται,Ήπειρος,http://hdl.handle.net/20.500.11853/181600,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ούτε πότε κολοκύθι. Ούτε πότ' εστράβωσ' ο λαιμός του,Ήπειρος,http://hdl.handle.net/20.500.11853/203480,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Αν αγαπά Θεός παιδεύει,Ήπειρος,http://hdl.handle.net/20.500.11853/181575,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Επήγαμε να σκάψωμε και μας επαταγώσαν,Ήπειρος,http://hdl.handle.net/20.500.11853/212928,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Κοντός λογαριασμός αλληλούια,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/204222,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Του ζουρλό κι του χουργιάτ' ξέν' πόν' τουν γηράζουν,Ήπειρος,http://hdl.handle.net/20.500.11853/204638,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Άδειασέ μας τ' αγγειά,Ήπειρος,http://hdl.handle.net/20.500.11853/153124,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Δε λείπει τό λαγκιόλι λείπει καί η μάννα,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/276765,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Πάτα μ' του παπούτσ' να μαλώσουμε,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/209429,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Κάλλια να σε ζηλεύουν παρά να σ' ελεημονιούνται,Ήπειρος,http://hdl.handle.net/20.500.11853/175986,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671
Απ' άκρη εις άκρη,Ήπειρος,http://hdl.handle.net/20.500.11853/153046,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ράβε ξύλωνε δουλιά να μη σου λείπη,Ήπειρος,http://hdl.handle.net/20.500.11853/256891,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Απ' όξω πο το χορό τραγούδια πολλά,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/168329,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Σαν κλωνί  βασιλικό,Ήπειρος,http://hdl.handle.net/20.500.11853/142011,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Ου λύκους αντάρα θέλ',Ήπειρος,http://hdl.handle.net/20.500.11853/228047,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Άνδρα θέλω εγώ το βράδυ και ας μην έχει ο λύχνος λάδι,Ήπειρος,http://hdl.handle.net/20.500.11853/181651,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Βασιλική διαταγή κι' τα σικλιά διμένα,Ήπειρος,http://hdl.handle.net/20.500.11853/141767,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
"Ο έχ' πολύ βούτυρο, βάν' και στα λάχανα",Ήπειρος,http://hdl.handle.net/20.500.11853/255947,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Είνε νύχι καί κρέας,Ήπειρος,http://hdl.handle.net/20.500.11853/181753,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τον έσειρα όσα σερνει η σκούπα,Ήπειρος,http://hdl.handle.net/20.500.11853/256915,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Δεν έχει ούτε ξείδι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168396,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Όντα κλέφτουν μην κλέφτης κι όταν διαλαλούν μη φοβάσαι,Ήπειρος,http://hdl.handle.net/20.500.11853/203476,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
"Σκαμνί ποδάρι τσσάκισε, κρανίτικο στον τόπο",Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/256793,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Τα κρέμασι τα φτιά,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148671,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Άρον άρον τον σήκωσαν Α,Ήπειρος,http://hdl.handle.net/20.500.11853/159416,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Έβγαλα μαλλί στη γλώσσα,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170326,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
"Καλά είν' τα φαρδομάνικα, μόν' τα φορούν οι δεσποτάδες",Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/211508,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Όυτι τον διάβολον να δης ούτε τον σταυρόν μου να κάμης,Ήπειρος,http://hdl.handle.net/20.500.11853/169294,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Το πολύ το Κύριε ελέησον το βαριώνται κ' οι άγιοι,Ήπειρος,http://hdl.handle.net/20.500.11853/256911,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Η οκνιά είναι μάννα της ακαθαρσιάς,Ήπειρος,http://hdl.handle.net/20.500.11853/289576,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Τ΄μαζ τα πουρτιά τ΄,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170475,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Νίψ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148510,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Η κάθε πόρτα έχει το καρφί τ'ς,Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/163786,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Ο νοικοκύρης βγάνει το γομάρι πο την λάσπην,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/286076,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Τον έχω στ' αυγά και στο κροκίδι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/157799,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Εφειακ' ένα κόπανο ένα είδισμα,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/215056,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Μαλώνει το σκαφίδι με το σανίδι,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/214508,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Σαν η γάτα μι του σκλί,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186431,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Κάτσε πίδι να σε φάγω,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/267191,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Άπιαστα πλιά δυο στον παρά,Ήπειρος,http://hdl.handle.net/20.500.11853/156491,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Ποιος σκάφτει λάκκον του άλλουνού ο ίδιος πέφτει μέσα,Ήπειρος,http://hdl.handle.net/20.500.11853/159295,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Κατά τον άνθρωπο και το μπάτσο,Ήπειρος,http://hdl.handle.net/20.500.11853/204757,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Απ' τον Πρόκο προκοπή κι από το Ρίζο ρίζα,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256752,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
"Έναν τουν έπιρνι του πουτάμ' κι' ου άλλους έλιι, πιάστι τουν!",Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/244727,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
"Αν δε σ' αρέση, βάλε τ' αλεύρι σου χώρια",Ήπειρος,http://hdl.handle.net/20.500.11853/141977,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Του πήρι απάνου τ,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/244726,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
"Η κόττα πίνει νερό, κοιτάει και τον Θεόν",Ήπειρος,http://hdl.handle.net/20.500.11853/169309,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Καλαμπαλίκι στο χάνι...νερό μεσ' τα φασούλια,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239511,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Το πετζί λωρί έγινε,Ήπειρος,http://hdl.handle.net/20.500.11853/168877,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
Τόκανε κούτσουρο,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239600,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Έτσ' γιαλούν του γιουμάρ' κι βου βάν'ν του σαμάρ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170290,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
"Ή μικρός μικρός παντρέψου, ή μικρός καλοερέψου",Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256711,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Όντα πάϊνες εσύ εγώ έρχομουν,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204268,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Στέκα να μεταλάβω και σ' τον αποθένω,Ήπειρος,http://hdl.handle.net/20.500.11853/281521,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Έχ' τα μάγουλα τ' σαν τ' διακονιάρ' τον κώλο από τον ύπνο,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/277418,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Παλάντζα,Ήπειρος,http://hdl.handle.net/20.500.11853/256353,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Σαράντα φάε σαράντα πιε σαράτνα κάνε για την ψυχή,Ήπειρος,http://hdl.handle.net/20.500.11853/255976,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Γιουρτή καματερή δενγ ξέρ',Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186380,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Πάει η κάψα με τον Αύγουστο,Ήπειρος,http://hdl.handle.net/20.500.11853/152979,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Εγώ 'μαι κ' η γαιδάρα μου και τρεία κουβέλια,Ήπειρος,http://hdl.handle.net/20.500.11853/153148,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τον ζουρλόν 'ς του χωριάτη έγνοιες τον γεράζουν,Ήπειρος,http://hdl.handle.net/20.500.11853/204822,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Τον ερήμαξαν,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256753,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Πατάω ποδάρι,Ήπειρος,http://hdl.handle.net/20.500.11853/256352,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Λούζι μι χτινίζι μι ξέρου ποιός μι γέννησι,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170303,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Σαν ζημιωμένος μπακάλης,Ήπειρος,http://hdl.handle.net/20.500.11853/169313,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Καλό τυρί σε σύλινο τομάρι,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/248503,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Το Μάϊ μήνα βρέχει σ' αφορεσμένο τόπο,Ήπειρος,http://hdl.handle.net/20.500.11853/256907,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Εκαβαλλίκεψε το ντορή,Ήπειρος,http://hdl.handle.net/20.500.11853/198045,"Κουκουλές, Φαίδων",Ήπειρος,37.9982534,23.7378671
Λόγια σαν καρφιά μου είπες λόγια που με κάρφωνες,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/208993,Κιανέκας,Ήπειρος,37.9982534,23.7378671
Και τ' Άγιο Γεωργιού να φέξη!,Ήπειρος,http://hdl.handle.net/20.500.11853/155273,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671
Όποιος έχ' καν' σα θέλει κι' όποιος δεν έχ' καν' σα δε θέλει,Ήπειρος,http://hdl.handle.net/20.500.11853/167030,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Αυτή γαμεί κούκο και βγάζ' αηδόνι,Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/271344,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Βάλ' του ρίγανη να μη μυρίση,Ήπειρος,http://hdl.handle.net/20.500.11853/291161,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Για 'ναν παρά σφήκωμα στην Πογδόριανη,Ήπειρος,http://hdl.handle.net/20.500.11853/255907,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Πάει τό βόϊδι μας πάει κι' η σεμπριά μας,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/198206,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Το μεγάλο το καράβι έχει και μεγάλον κίνδυνον,Ήπειρος,http://hdl.handle.net/20.500.11853/279822,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Άσε το σκύλο να κοιμάται,Ήπειρος,http://hdl.handle.net/20.500.11853/256933,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Χωρίς θέληση Θεού ούτε πουλί ς' το βρόχι,Ήπειρος,http://hdl.handle.net/20.500.11853/167088,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Στουν πάτου ξιουρίζουν του γαμπρό,Ήπειρος,http://hdl.handle.net/20.500.11853/256079,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Του είπε τα πέντε μιλιούνια,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/275325,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Θέλει κι ο Μούτσιος καφέ να πάνη με τα γίδια,Ήπειρος,http://hdl.handle.net/20.500.11853/169330,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Κόκκινος σπρούζια,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204309,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Σήμερα πεσίνι κι αύριο βερεσιέ,Ήπειρος>Κούρεντα,http://hdl.handle.net/20.500.11853/159343,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
"Άσπαρτο κι αγέννητο, τ' όνομά του Γιάννης",Ήπειρος,http://hdl.handle.net/20.500.11853/141991,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Το πήρα σκνί παλούκι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/256601,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Λέγ' αναλατιές,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/275329,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
"Πέσε πίτα, να σε φάω και ψωμί να σε ματσιαλήσω",Ήπειρος,http://hdl.handle.net/20.500.11853/256016,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Αλίμονο και καταλί ποιά μάννα διώχνει το παιδί,Ήπειρος,http://hdl.handle.net/20.500.11853/206940,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Είς τα καλά καθούμενα,Ήπειρος,http://hdl.handle.net/20.500.11853/267933,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Αυτή παλιά κι' άλλ' καινούρια,Ήπειρος,http://hdl.handle.net/20.500.11853/256003,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Δεν έχει 'ς τον ήλιο μοίρα;,Ήπειρος,http://hdl.handle.net/20.500.11853/282934,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Παίρν' και το χοτζιέτ' απ' το σπίτ',Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/248541,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Μαλώνομε γειτόνισσα; Και εγώ 'ς τ' αγκάθι στέκω,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204273,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Η πρώτ' η αδερφή παντρεύ' και τις άλλες,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/157813,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Μ' έχ' στο γαζέπ',Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/157396,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Κάθε πρόβατο από το ποδάρι του κρέμεται,Ήπειρος,http://hdl.handle.net/20.500.11853/273618,"Βενέτος, Νικόλαος Σ.",Ήπειρος,37.9982534,23.7378671
