text,place,uri,collector,area,lat,lon
"Αν δεν στρώσ' ο μύλος, δε βγάν' αλεύρι",Ήπειρος,http://hdl.handle.net/20.500.11853/284012,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Λούζι μι χτινίζι μι ξέρου ποιός μι γέννησι,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170303,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Καθ' ένας έκλαιε το χάλι του κι ο μυλωνάς τ' αυλάκι,Ήπειρος,http://hdl.handle.net/20.500.11853/204838,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Αυτός κάθεται κ' η μοίρα του δουλεύει,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/281674,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Ποιός έφαε το μέλι; Όποιος έχει τη μυίγα στο σκιάδι,Ήπειρος,http://hdl.handle.net/20.500.11853/284015,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Κόφτει παπαρδέλες,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204333,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Έχει τα ΄μάτια ΄ςτα ποδάρια,Ήπειρος,http://hdl.handle.net/20.500.11853/280753,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Βαρεί στα γιομάτα,Ήπειρος,http://hdl.handle.net/20.500.11853/157370,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Είναι γερός ασλάνι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168479,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Ο Αύγουστος εξάρισε; Εμύρισε χειμώνας,Ήπειρος,http://hdl.handle.net/20.500.11853/198144,"Χρηστοβασίλης, Χρ.",Ήπειρος,37.9982534,23.7378671
Ου λύκους του μαλλί αλλάζ' τ' γνώμ' δεν ν' αλλάζ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148570,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Τον έχω μη στάξ' ο Θεός και βρέξη,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/157800,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
"Θωρώντας την γειτόνησα, μαθένει η μια την άλλη",Ήπειρος,http://hdl.handle.net/20.500.11853/181556,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ξερανκινός γάϊδαρος ξεπατωμός στ΄ άχυρο,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/290204,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671
Σαν τα λάχανα στο κακκάβι,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/237970,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Ξένα τα δαμάλια δικά μας τα μουσχάρια,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/204229,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Βλαστήμ'σα του γάλα τ΄ς μάννας μ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/205438,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
"Αγουροφάης έφαε, ο γουρμοφάης δε βρήκε",Ήπειρος,http://hdl.handle.net/20.500.11853/156501,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Τον έπιακε το λάπατο,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/275323,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Όμοιος τον όμοιο κ' κοπριά στα λάχανα,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/211838,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671
Τσιντζιρίζει ο ήλιος,Ήπειρος,http://hdl.handle.net/20.500.11853/173392,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Αυτή ξεστάχυσε,Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/288743,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Βάνει τα σκυλιά στην αγγάρεια,Ήπειρος,http://hdl.handle.net/20.500.11853/256170,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Τα κρέμασε 'ς την κλειτσωτή,Ήπειρος,http://hdl.handle.net/20.500.11853/273350,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
Όλα τα δάχλα δεν είνι όμοια,Ήπειρος,http://hdl.handle.net/20.500.11853/168996,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
"Εικόνα, σταυροκόπημα, καμπάνα κ' εκκλησία",Ήπειρος,http://hdl.handle.net/20.500.11853/181775,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Το κακό με το σακκί μπένει και με το βελόνι βγαίνει,Ήπειρος,http://hdl.handle.net/20.500.11853/269228,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τον άγκιξε κατάκαρδα,Ήπειρος,http://hdl.handle.net/20.500.11853/212983,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Φταίει το γομάρ',Ήπειρος,http://hdl.handle.net/20.500.11853/141962,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Ούτε φέτος λαμπρή ούτε του χρόνου πάσχα,Ήπειρος,http://hdl.handle.net/20.500.11853/275371,"Βενέτος, Νικόλαος Σ.",Ήπειρος,37.9982534,23.7378671
Αλλού το όνειρο κι αλλού το θάμμα,Ήπειρος,http://hdl.handle.net/20.500.11853/152921,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
"Άδικο μαζώματα, άνεμο σκορπίσματα",Ήπειρος,http://hdl.handle.net/20.500.11853/153126,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Έχ' το λαιμό σα μέσ' από σκλί,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/275335,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Αυτά και πάλε αυτά,Ήπειρος,http://hdl.handle.net/20.500.11853/153092,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ναχα του Μάη τις γιορτές του Γεναριού τις άδειες,Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/256787,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Τα κρυφά σας φανερά μας,Ήπειρος,http://hdl.handle.net/20.500.11853/273464,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Τον έφαε ως το κόκκαλο,Ήπειρος,http://hdl.handle.net/20.500.11853/203512,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Γράψτα στο μάνδαλο,Ήπειρος,http://hdl.handle.net/20.500.11853/181726,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Πως παν τα πιδιά σ' κόρακα; Όσου μ βαν μαυρίζ'ν,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/256412,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Κάηκ' η μπάμπω στο κουρκούτι ...φυσάει και το γιαούρτι,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239493,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Είναι κακό το κακό,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/268532,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Όλα τα γουρούνια έχουν την ίδια μύτη,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/178271,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Να πάρω κακά,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/269037,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Ο Θεός να σε φλάη από σημειωμένον άνθρωπο,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/256665,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Πέσε κμήσ' κ' η δουλειά σ' γένεται,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204295,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Εδώ δεν τον μπάζουν ς' το χωριό κι αυτός ρωτάει που ναι του παπά το σπίτι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/256603,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Τ' αψύ του ξύδ' τ' αγγειό τ' βλάφτ',Ήπειρος,http://hdl.handle.net/20.500.11853/141771,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Όποιος βρέχει τον κώλο τρώγη ψάρια,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/154145,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
"Όποιος γελάει πολύ, κλαίει και πολύ",Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168433,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
"Πλήθυνον, Κύριε, τον θυμόν σου. Ήταν να πάθω κι αυτό ακόμα το κακό. Πλήθυναν, Κύριε, τον θυμόν σου",Ήπειρος,http://hdl.handle.net/20.500.11853/173003,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Κόφτ' η γλώσσα τ' ψαλίδ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170329,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Από την χώρα βγένει η κάππα κι από την πόρτα η αμαρτία,Ήπειρος,http://hdl.handle.net/20.500.11853/153063,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
"Οι ζωντανοί με τους ζωντανούς, κ' οι πεθαμένοι με τους πεθαμένους",Ήπειρος,http://hdl.handle.net/20.500.11853/256064,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
Εκαβαλλίκεψε το ντορή,Ήπειρος,http://hdl.handle.net/20.500.11853/198045,"Κουκουλές, Φαίδων",Ήπειρος,37.9982534,23.7378671
Πότε γίνηκε το κολοκύθι. Πότε στραβωσ' ο λαιμός του!,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/214510,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Κοίταξι την κρούνα Μ' ένα μάτ΄ να σι κοιτάξ΄ μι τα δυό,Ήπειρος,http://hdl.handle.net/20.500.11853/279790,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Σύρε στο γάμο να πής και του χρόν',Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/198216,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Ηύρις διάουλουν να γιλάις,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186400,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Είπ' ο γάϊδαρος του πετ'νού κεφάλα,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239481,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Όσα θέλεις τρέχα κι όσα θέλ' ο Θεός σου δίνει,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/178273,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Το πάνουν ζιτνά,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204322,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
"Μαλώνομε, κυρά μου; Στα νύχια στέκομαι",Ήπειρος,http://hdl.handle.net/20.500.11853/204835,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Απ' αδελφό κι απ΄αδελφή ολίγη ελεημοσύνη,Ήπειρος,http://hdl.handle.net/20.500.11853/153062,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Όπου πας Γιαννακη μου όλο πομπές μού φέρεις,Ήπειρος,http://hdl.handle.net/20.500.11853/256161,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Ράχες ράχες η βροχή γένεια το κρασί,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/154148,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
"Όπου πάσει το λιαροβώδι, χορτάρι δεν φυτρώνει",Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/154141,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Ήλθε ο κόμπος εις το χτένι,Ήπειρος,http://hdl.handle.net/20.500.11853/212938,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τον έκανα λουλούδι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/269862,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Η αργοπόρια φήρει ταλαιπώρια,Ήπειρος,http://hdl.handle.net/20.500.11853/159319,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Ξένου ψουμί 'θκά μας δόντια,Ήπειρος,http://hdl.handle.net/20.500.11853/204639,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Όλα τάχ' η Μάρω κι ο φερετζιές τής λείπει,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/276964,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τι 'ν' ο κάβουρας τ' είν' το ζουμί του,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/178291,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Όποιος είχε γνώση κούρευε δεν κωλοκούρευε,Ήπειρος,http://hdl.handle.net/20.500.11853/272198,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Τον έφαε η γλώσσα,Ήπειρος,http://hdl.handle.net/20.500.11853/167102,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Κεί που κρεμούσαν οι μπέηδες τ' άρματα κρεμούν οι γύφτοι τ' άργανα,Ήπειρος,http://hdl.handle.net/20.500.11853/157381,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Και τούτο ποιήσαι κι΄εκείνο μη αφήσαι,Ήπειρος,http://hdl.handle.net/20.500.11853/159392,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Για πολούς μαγύρευε και για λίγους στρώνε,Ήπειρος,http://hdl.handle.net/20.500.11853/277938,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
"Ξύλα, κούτσουρα, δαυλιά καμμένα",Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/290182,"Παπάς, Δ. Α.",Ήπειρος,37.9982534,23.7378671
Ου καλός καλό δεν έχ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/205345,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Και οίνος ευφραίνει καρδίαν,Ήπειρος,http://hdl.handle.net/20.500.11853/289517,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Ο γύφτος το γεβέντισμα για πανηγύρι το ΄χει,Ήπειρος,http://hdl.handle.net/20.500.11853/181578,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τί σού λείπει κασσιδιάρη; Η μαργαριταρένια σκούφια,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/276965,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Φαρμακωμένος για κουβέντα,Ήπειρος,http://hdl.handle.net/20.500.11853/272797,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τον πιαν ο στρέκλας,Ήπειρος,http://hdl.handle.net/20.500.11853/206941,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Μ' έφαε την καρδία,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/269853,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Γκαβός βελόνι γύρευε μέσα στην αχυρώνα κι άλλος κουφός του έλεγε για το που βροντάει,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/168347,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Πάντρεψέ με μακρυά να ξέρω να παινούμαι,Ήπειρος,http://hdl.handle.net/20.500.11853/212970,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Αφού το πουλί πέταξε έστησε την ξόβεργα,Ήπειρος,http://hdl.handle.net/20.500.11853/256936,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Είνε λόγια χαμένα,Ήπειρος,http://hdl.handle.net/20.500.11853/212918,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Άλλου το είνορο κι' αλλού το θάμα,Ήπειρος,http://hdl.handle.net/20.500.11853/156503,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Για 'ναν παρά σφήκωμα στην Πογδόριανη,Ήπειρος,http://hdl.handle.net/20.500.11853/255907,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Μ' αλώνισε τα πράματά μ',Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204326,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Τα παιδιά και 'ς τον ύπνο σου να τα ιδής πάλι βάσανα θα πάθς,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/256654,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Έμαθ' ο λαγός και μπαίνει στης γειτονισσας τ' αμπέλι,Ήπειρος,http://hdl.handle.net/20.500.11853/256150,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Δυό χειμωνικά σε μια μασχάλη δεν βαστιώνται,Ήπειρος,http://hdl.handle.net/20.500.11853/181747,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Είναι γερός σαν το κρεπούνι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168524,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Όταν ιδώ τ' αυί μ',Ήπειρος,http://hdl.handle.net/20.500.11853/141315,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Ο κάλπικος ο παράς δε χάνεται,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/215035,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τί σου πρέπει κασιδιάρη; Σκούφια από μαργαριτάρι,Ήπειρος,http://hdl.handle.net/20.500.11853/255894,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
Λέγ' μπάρα μπούρα,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/275332,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Μου ξυλάβιασαν τα χέρια,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/290163,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Κτσοί στραβοί στουμ Παντιλέημουνα,Ήπειρος,http://hdl.handle.net/20.500.11853/186294,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Θα τ' πάρ' τα τσάκια τ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/256526,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Θα μας βάλ' την κοιλιά στα μούτρα,Ήπειρος,http://hdl.handle.net/20.500.11853/203455,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Έφθασε η προβιά στα δώδέκα,Ήπειρος,http://hdl.handle.net/20.500.11853/256838,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Έγεινε ο ουρανός άμμος και το κρυφό δεν κρύφτει,Ήπειρος,http://hdl.handle.net/20.500.11853/181762,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τελείωσε πλια να κόβη και να ράβη,Ήπειρος,http://hdl.handle.net/20.500.11853/212980,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Πάρε σκύλο από μαντρί και γυναίκα από σόϊ,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/168370,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Βάν' ου λύκους παστρουμά,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/277493,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Οι καλοί χρειάζονται και σ' εκείνον τον κόσμο,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204279,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Αρβανίτης πλένεται κι η ποδιά του χαίρεται,Ήπειρος,http://hdl.handle.net/20.500.11853/153075,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τον σήκωσρ οργιό,Ήπειρος,http://hdl.handle.net/20.500.11853/206939,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
"Ο λύκος την τρίχ' αν αλλάξη, τη γνώμη δεν αλλάζει",Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/277793,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
"Είδες μάννα καλομοίρα, είδες και το παιδί της;",Ήπειρος,http://hdl.handle.net/20.500.11853/213010,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
"Άντρα μου περήφανε, γλήγορα θα μ΄ αφήσης χήρα",Ήπειρος,http://hdl.handle.net/20.500.11853/255999,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Αγαπάει τα ξ'νά,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/289351,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Έχω σίτα και πυκναδα έχω δώσεκα χουλιάρα,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/256538,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
"Ηύραμαν παπά, ας θάψουμε καμπόσ΄ς",Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/248500,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τα νιάτα ν' αγοράζονται τα γέρα να πωλιόνταν,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/286081,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Τούβαλι τα γυαλιά,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170354,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Εμασούλα σαν το μωρό παιδί,Ήπειρος,http://hdl.handle.net/20.500.11853/280750,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Το δεμείν και λύειν ( το λύσαι – δέσαι),Ήπειρος,http://hdl.handle.net/20.500.11853/173007,"Χρηστοβασίλης, Χρ.",Ήπειρος,37.9982534,23.7378671
Το κιμπαλίκι είναι μισή αρχοντιά,Ήπειρος,http://hdl.handle.net/20.500.11853/200030,"Χρηστοβασίλης, Χρ.",Ήπειρος,37.9982534,23.7378671
Ου Θεός κι ου γείτονας,Ήπειρος,http://hdl.handle.net/20.500.11853/168991,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
