text,place,uri,collector,area,lat,lon
"Μια σπιτιάτα δε σε βγάζει στην παζάρα, μιά διακονάρα σε βγάζει",Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/195855,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Όνουμα κι μη χουργιό,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/205406,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Χτύπ' σι τ' ανώφλιου κ' είδι του κατώφλιου,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148619,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Αν είσαι παντρεμένος μην πιάσης φιλία με ζαμπαρά,Ήπειρος>Κούρεντα,http://hdl.handle.net/20.500.11853/256780,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Από την Τρίτ' ως την Τετράδη,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/195819,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Βάρ' τα πάλι να τ' αρμέξουμι,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148644,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Όσα ξέρ' ο νοικοκύρ 'ς δεν τα ξέρ' ο κόσμος όλος,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239528,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τώκατσ' έγκαψ,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170456,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Κάθετ' η πομπή στον δρόμο κ' περιγελάει τον κόσμον,Ήπειρος,http://hdl.handle.net/20.500.11853/256129,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Έκαμε κ' η λευσίνα στἀρι,Ήπειρος,http://hdl.handle.net/20.500.11853/270582,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Είναι ζπουδιάρης,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168519,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Του έρχομαι από δίκιο,Ήπειρος,http://hdl.handle.net/20.500.11853/169358,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Κουτσοί στραβοί στον Άι – Παντελέημονα,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/157410,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
"Κάθε σανίδι και το ρόζο του, κάθε άνθρωπος και το μαράκι του",Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/195852,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Δωσ' τ' δρόμο,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168388,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Όυτι τον διάβολον να δης ούτε τον σταυρόν μου να κάμης,Ήπειρος,http://hdl.handle.net/20.500.11853/169294,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
"Ή το χέρι στη σακκούλα, ή το μέλι στη γλώσσα",Ήπειρος,http://hdl.handle.net/20.500.11853/165781,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
Είναι αζύς σαν το ξύδι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/157849,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Κλαίν' οι χήρες κλαίν' κ' οι πατρεμένες κλαίν' κ' ικείνες πόχουν από δυο άντρες,Ήπειρος,http://hdl.handle.net/20.500.11853/203462,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Του διακονιάρη το σακκούλι αδειανό ποτέ δε μένει,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/195834,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Απ' το μουλουχτό ποτάμ' να φοβάσαι,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/256573,"Μαστορίδης, Χαρίλαος",Ήπειρος,37.9982534,23.7378671
"Όπ' λαλούν πουλλά πιτ' ναρια, αργάει να φέξ'",Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/256458,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Του έκαμε την καρδιά περιβόλι,Ήπειρος,http://hdl.handle.net/20.500.11853/270597,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Μην τ' ρας το κουτσό μ' το ποδάρ' κοίταξε την ίσια μου τη μοίρα,Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/281227,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Το πονηρό πουλί πιάνετ' από τη μύτη,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256741,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Του Αγίου Ιγνατίου αγναντεύ' ο ήλιος κατά το καλοκαίρι,Ήπειρος>Γρεβενά,http://hdl.handle.net/20.500.11853/158868,"Τσιουμάνης, Δημ. Ι.",Ήπειρος,37.9982534,23.7378671
Ο πετεινός 'ς την κοπριά τ' λαλεί,Ήπειρος,http://hdl.handle.net/20.500.11853/167024,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Τ' Αβραάμ τ' καλά,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148501,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Τον έκανα από νερού κι' αλάτι,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/286087,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
"Είναι μεροδούλι, μεροφάει",Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/281679,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Κάμε καλό και ρίχτο 'ς το γιαλό,Ήπειρος,http://hdl.handle.net/20.500.11853/269216,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Γίγκε ντάμα,Ήπειρος>Παιδιαί Σχωρετσιάνων,http://hdl.handle.net/20.500.11853/175377,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Τί σού λείπει κασσιδιάρη; Μαργαριταρένια σκούφια,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239558,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Δώδικα μήνις δικατρεις Αγιάν' δις,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148716,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Ο σκύλλος πόχει την αναπαψι έχει και τη μαύρη τίμα,Ήπειρος,http://hdl.handle.net/20.500.11853/256119,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Άργησις αλλά τούβρις,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148641,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Βάγνει τα σκυλιά πο την αγγάρεια,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/256533,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Στέκα να μεταλάβω και σ' τον αποθένω,Ήπειρος,http://hdl.handle.net/20.500.11853/281521,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Ο νοικοκύρης σκών' το γομάρ' από τη λάσπη,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/286946,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Όλα τα δάχλα δεν είνι όμοια,Ήπειρος,http://hdl.handle.net/20.500.11853/168996,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Μ' έχει στο γλούπο,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/178243,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Γύφτους κρούει γύφτους σκούυζει,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170367,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Αυτός κάθεται κ' η μοίρα του δουλεύει,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/281674,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
"Κάθε πέρσι και καλύτερα, κάθε φέτο και χειρότερα",Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/256713,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Μαύρος σαν τη νύχτα,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/279720,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Να ρίξωμε τον κόμπο,Ήπειρος,http://hdl.handle.net/20.500.11853/212957,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Το μεγάλο το καράβι έχει και μεγάλον κίνδυνον,Ήπειρος,http://hdl.handle.net/20.500.11853/279822,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Ραγίστηκε το γυαλί,Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/256809,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
"Ή άρμεγε και ρούφα, ή ρούφα κι άρμεγε",Ήπειρος,http://hdl.handle.net/20.500.11853/141894,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Κόφτει παπαρδέλες,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204333,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Κατρήθκι στα γέλοια,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186367,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Όσα σερ' η σκούπα,Ήπειρος,http://hdl.handle.net/20.500.11853/255952,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
"Όσο να στολ'στή η νύφ', βγήκαν τα μάτια του γαμπρού",Ήπειρος,http://hdl.handle.net/20.500.11853/167061,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
"Σου λείπ' μάννα, δε σου λείπ' λαγγιόλ'",Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239608,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Απέθαν΄εκείνος ο καιρός,Ήπειρος,http://hdl.handle.net/20.500.11853/267276,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Έβαλαν του ζουρλό να βγάλ' του φίδ' πτην τρύπα,Ήπειρος,http://hdl.handle.net/20.500.11853/283997,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Παλάντζα,Ήπειρος,http://hdl.handle.net/20.500.11853/256353,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Του έπιασε η πλάκα τα ποδάρια,Ήπειρος,http://hdl.handle.net/20.500.11853/204854,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
"Ο παπάς από την Πόλι, η παπαδιά του μολογάει",Ήπειρος,http://hdl.handle.net/20.500.11853/281770,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Ανάβει σαν δαδί,Ήπειρος,http://hdl.handle.net/20.500.11853/153034,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ου γαρ οίδκοι,Ήπειρος,http://hdl.handle.net/20.500.11853/289574,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Κουκούτσι μυαλό δεν έχεις,Ήπειρος,http://hdl.handle.net/20.500.11853/285246,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ακέφαλος λόγος,Ήπειρος,http://hdl.handle.net/20.500.11853/212942,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Ο Θεός είναι ψ΄λά και τα γλέπ',Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/163798,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Δαν ου γκιών'ς,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170324,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Θα τα πάρ'ς μι διάφουρου,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170406,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
"Αν δεν είναι νωπός, ας ην και παστομένο",Ήπειρος,http://hdl.handle.net/20.500.11853/288314,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τρείς τρείς ιννιά άδειασέ μας τη γουνιά (αδειασέ μας τ γουνιά),Ήπειρος,http://hdl.handle.net/20.500.11853/186251,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Πίστεψε τον Αλή και βάρ' τον Καραλή,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/204318,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Θα σκάση το καρπούζι 'ς  το κεφάλι του,Ήπειρος,http://hdl.handle.net/20.500.11853/270588,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Σκουζ' άδαρτους,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/256447,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Τ' είδα γώ και δε χορεύω είδα τσίτσι ς τι περόνι κι αν γό ς την παραθύρα,Ήπειρος,http://hdl.handle.net/20.500.11853/157389,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Άνθρωπος που κουβαλάει κρασί και πίνει νερό,Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/237919,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Μ' ' δώστε,Ήπειρος,http://hdl.handle.net/20.500.11853/143036,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
Επήρε τα βρεμμένα του και πάει,Ήπειρος,http://hdl.handle.net/20.500.11853/212930,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τουγ κύν' γούν σαν απού λυκουφάγουμα,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/277487,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Δεν κτσαίν' του γουμάρ' απού τ' αυτί,Ήπειρος,http://hdl.handle.net/20.500.11853/271812,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Πιάσε με την δουλιά μου να δάς την χαψιά μου,Ήπειρος,http://hdl.handle.net/20.500.11853/181603,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τση νύχτας τα καμώματα τα γλέπ' η μέρα και γελάει,Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/287505,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Τώρα σ' ηύρα παπά τώρα να μι μιταλάβ'ς,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148500,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Που πάτε έρμα ; Να ρημάξωμε κι΄άλλα,Ήπειρος,http://hdl.handle.net/20.500.11853/167067,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Αν άκουε ο Θεός τους κοράκους ψοφούσαν τα γομάρια,Ήπειρος,http://hdl.handle.net/20.500.11853/181652,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Να κί νόμ' κί χαρά μιγάλ',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170418,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Τι χαλεύει η αλούπα στο παζάρι,Ήπειρος>Κόνιτσα>Βούρμπιανη,http://hdl.handle.net/20.500.11853/157415,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Ο ξένος και ο πόταμος τον τόπο τους γυρεύουν,Ήπειρος,http://hdl.handle.net/20.500.11853/204750,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Ας γελούμε κι ας πηδούμε για να λέν πως δεν πεινούμε,Ήπειρος,http://hdl.handle.net/20.500.11853/165800,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
Και τ' ασκί να πηδήσης δεν κάνεις τίποτα,Ήπειρος,http://hdl.handle.net/20.500.11853/208440,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671
Να πης την ψείρα μπούμπα και τον πέτο καρκαλέτσι,Ήπειρος,http://hdl.handle.net/20.500.11853/275790,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
Ζόφος και Έρεβος,Ήπειρος,http://hdl.handle.net/20.500.11853/181533,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
"Το ήμερο αρνί βυζάνει δυο μανάδες, το άγριο ουδέ τη δική του",Ήπειρος>Τσαμαντάς,http://hdl.handle.net/20.500.11853/195847,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
Του ζ'μί ζ'ιά δεγ κάν',Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/170480,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
"Αν μετά τον ιδής, γράψε τον γομάρι",Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/279716,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Ζυμοφούρνιζε Κουρτέσω! – φέρ αλεύρι κασσιδιάρι!,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148565,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Σ του λόγγου κατοικίας και ξύλα αγοράζης,Ήπειρος>Δρόβιανη,http://hdl.handle.net/20.500.11853/204235,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
Τέσσερα δεν του μέλει,Ήπειρος,http://hdl.handle.net/20.500.11853/279827,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Εβγήκε λάδι η δουλιά μας,Ήπειρος,http://hdl.handle.net/20.500.11853/181757,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Τον ζουρλόν 'ς του χωριάτη έγνοιες τον γεράζουν,Ήπειρος,http://hdl.handle.net/20.500.11853/204822,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Δαγκώνα ορθή σαν τ' αστακού,Ήπειρος,http://hdl.handle.net/20.500.11853/153130,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Το κάστανο θέλει κρασί και το καρύδι μέλι και το κορίτσι φίλημα πρωϊ και μεσημέρι,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/270797,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Κάτσ' αυτού παραδαρμένε,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/267351,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
"Δεν του είδα στα ζώντα μ', κι θα του ιδώ στου θάνατό μ';",Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/186354,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Για δείξι μας τς πλάτις σ',Ήπειρος,http://hdl.handle.net/20.500.11853/186282,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Λεγ' ανάλατα,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/275328,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Από τα κεραμίδια να τώβρη,Ήπειρος,http://hdl.handle.net/20.500.11853/155043,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671
Ήλιος του ήλιου και ηλιογέννητη,Ήπειρος>Ζαγόρι>Βίτσα,http://hdl.handle.net/20.500.11853/168506,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
Το σήκωσε (ή εσιούριξε),Ήπειρος,http://hdl.handle.net/20.500.11853/256180,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
Α(ι)λλοί που δεν ξιέται με τα νύχια τ',Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/290180,"Παπάς, Δ. Α.",Ήπειρος,37.9982534,23.7378671
Με το γκώλο δουλειά,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/198315,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
Τον έχω εις το σβέρκο μου,Ήπειρος,http://hdl.handle.net/20.500.11853/256909,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Η πείνα μάτια δεν έχει κι΄ αν έχη τι τα θέλει;,Ήπειρος,http://hdl.handle.net/20.500.11853/256093,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
Ας κουρεύεται κι ας μαδεύεται,Ήπειρος,http://hdl.handle.net/20.500.11853/272799,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
Σι ξένου κρασί μη χύνς νιρό,Ήπειρος,http://hdl.handle.net/20.500.11853/204655,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
Κι αν είσι κι παπάς μι την αράδα σου θα πάς,Ήπειρος>Δολιανά,http://hdl.handle.net/20.500.11853/148636,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
Άδειασέ μας τον τόπο,Ήπειρος,http://hdl.handle.net/20.500.11853/141876,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
Η αλεπου με την πονηρία της τρώει πλειότερα από το λύκο,Ήπειρος,http://hdl.handle.net/20.500.11853/256338,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
"Ου όντα πάαινες εσύ, γύριζα εγώ",Ήπειρος>Λοζέτσι,http://hdl.handle.net/20.500.11853/163782,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
Αν δε βάλς λάδ' στου καντήλ' δενγ καίει,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/228087,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Να είναι κόττες στο χωριό κι' ας είναι και σλιά,Ήπειρος>Κόνιτσα,http://hdl.handle.net/20.500.11853/239521,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
"Σώσον, Κύριε",Ήπειρος,http://hdl.handle.net/20.500.11853/273859,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
Κόβ' κι του νιρό,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/209423,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Ο βογγώντας νικάει τον απηδώντας,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/156703,"Παπάς, Δ. Α.",Ήπειρος,37.9982534,23.7378671
Με ν τανάλλια,Ήπειρος>Ζαγόρι,http://hdl.handle.net/20.500.11853/209435,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
Έφυγε άρμα πύρμα,Ήπειρος,http://hdl.handle.net/20.500.11853/198047,"Κουκουλές, Φαίδων",Ήπειρος,37.9982534,23.7378671
